clip,frame,player_id,player_label,foot_x,foot_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,pressure
Dataset_Clutch/Clip1,0,1,player_bottom,767.4710693359375,917.82861328125,694.158935546875,695.765380859375,840.783203125,917.82861328125,0.8698877692222595,1
Dataset_Clutch/Clip1,0,2,player_top,1183.6414794921875,311.21612548828125,1151.937255859375,222.08770751953125,1215.345703125,311.21612548828125,0.8654541373252869,1
Dataset_Clutch/Clip1,1,1,player_bottom,761.8333129882812,916.4176635742188,689.0026245117188,695.4567260742188,834.6640014648438,916.4176635742188,0.7126914262771606,1
Dataset_Clutch/Clip1,1,2,player_top,1183.186767578125,311.5366516113281,1151.51416015625,222.46031188964844,1214.8592529296875,311.5366516113281,0.8690856099128723,1
Dataset_Clutch/Clip1,2,1,player_bottom,758.4425659179688,914.5333251953125,686.5416259765625,695.1438598632812,830.343505859375,914.5333251953125,0.7086589932441711,1
Dataset_Clutch/Clip1,2,2,player_top,1183.017822265625,311.6400451660156,1151.2237548828125,222.1615753173828,1214.811767578125,311.6400451660156,0.8701177835464478,1
Dataset_Clutch/Clip1,3,1,player_bottom,769.216552734375,914.8345336914062,697.6974487304688,696.242919921875,840.735595703125,914.8345336914062,0.8640334010124207,1
Dataset_Clutch/Clip1,3,2,player_top,1182.968505859375,311.72222900390625,1151.0028076171875,221.66453552246094,1214.9342041015625,311.72222900390625,0.8714383244514465,1
Dataset_Clutch/Clip1,4,1,player_bottom,771.8880615234375,915.1349487304688,700.3113403320312,695.626220703125,843.46484375,915.1349487304688,0.8840218782424927,1
Dataset_Clutch/Clip1,4,2,player_top,1182.98583984375,311.7308044433594,1151.013427734375,221.54550170898438,1214.958251953125,311.7308044433594,0.8723124861717224,1
Dataset_Clutch/Clip1,5,1,player_bottom,773.078125,914.4298706054688,701.1165771484375,691.8286743164062,845.0397338867188,914.4298706054688,0.8715993762016296,1
Dataset_Clutch/Clip1,5,2,player_top,1182.99462890625,311.732177734375,1150.1304931640625,218.70883178710938,1215.858642578125,311.732177734375,0.8691082000732422,1
Dataset_Clutch/Clip1,6,1,player_bottom,777.7108154296875,903.9703979492188,703.7197875976562,673.2949829101562,851.7018432617188,903.9703979492188,0.8472108840942383,1
Dataset_Clutch/Clip1,6,2,player_top,1182.9715576171875,311.76031494140625,1149.78466796875,217.4571075439453,1216.158447265625,311.76031494140625,0.8686099052429199,1
Dataset_Clutch/Clip1,7,1,player_bottom,779.2981567382812,898.0088500976562,709.09765625,674.9263916015625,849.4986572265625,898.0088500976562,0.7249445915222168,1
Dataset_Clutch/Clip1,7,2,player_top,1182.9521484375,311.75848388671875,1149.4879150390625,216.21067810058594,1216.41650390625,311.75848388671875,0.866215169429779,1
Dataset_Clutch/Clip1,8,1,player_bottom,783.2117309570312,897.3850708007812,711.832763671875,665.8285522460938,854.5906982421875,897.3850708007812,0.8400103449821472,1
Dataset_Clutch/Clip1,8,2,player_top,1182.9415283203125,311.7371826171875,1149.4371337890625,215.5890350341797,1216.4459228515625,311.7371826171875,0.8683779239654541,1
Dataset_Clutch/Clip1,9,1,player_bottom,782.6859130859375,896.8509521484375,712.4253540039062,662.74853515625,852.9464111328125,896.8509521484375,0.7010324001312256,1
Dataset_Clutch/Clip1,9,2,player_top,1182.953125,311.7581787109375,1149.396240234375,214.92193603515625,1216.5098876953125,311.7581787109375,0.8693780303001404,1
Dataset_Clutch/Clip1,10,1,player_bottom,786.0193481445312,896.1260375976562,715.1957397460938,654.5001831054688,856.8429565429688,896.1260375976562,0.800266444683075,1
Dataset_Clutch/Clip1,10,2,player_top,1182.95947265625,311.7825622558594,1149.483642578125,214.64364624023438,1216.435302734375,311.7825622558594,0.8688468933105469,1
Dataset_Clutch/Clip1,11,1,player_bottom,789.8741455078125,896.3273315429688,719.3250122070312,650.9387817382812,860.4232177734375,896.3273315429688,0.8514510989189148,1
Dataset_Clutch/Clip1,11,2,player_top,1182.9755859375,311.804443359375,1149.6402587890625,214.55853271484375,1216.310791015625,311.804443359375,0.8701455593109131,1
Dataset_Clutch/Clip1,12,1,player_bottom,791.926513671875,902.5830078125,724.1449584960938,663.599609375,859.7080078125,902.5830078125,0.8543888926506042,1
Dataset_Clutch/Clip1,12,2,player_top,1182.8102416992188,311.4569854736328,1149.7105102539062,214.77783966064453,1215.909912109375,311.4569854736328,0.7600449621677399,1
Dataset_Clutch/Clip1,13,1,player_bottom,792.7073974609375,902.4860229492188,727.4380493164062,669.262939453125,857.9766845703125,902.4860229492188,0.8320611119270325,1
Dataset_Clutch/Clip1,13,2,player_top,1182.6448974609375,311.1095275878906,1149.78076171875,214.9971466064453,1215.509033203125,311.1095275878906,0.6499443650245667,1
Dataset_Clutch/Clip1,14,1,player_bottom,793.94873046875,902.712646484375,729.5564575195312,669.8992919921875,858.341064453125,902.712646484375,0.8612848520278931,1
Dataset_Clutch/Clip1,14,2,player_top,1182.587890625,310.9677429199219,1149.8321533203125,214.8975372314453,1215.3436279296875,310.9677429199219,0.6858413815498352,1
Dataset_Clutch/Clip1,15,1,player_bottom,795.714599609375,904.9971313476562,731.7785034179688,671.5709228515625,859.650634765625,904.9971313476562,0.8490598797798157,1
Dataset_Clutch/Clip1,15,2,player_top,1182.5498046875,310.9517822265625,1149.871337890625,214.8374786376953,1215.2283935546875,310.9517822265625,0.7533040046691895,1
Dataset_Clutch/Clip1,16,1,player_bottom,795.7891845703125,905.1757202148438,732.2369995117188,670.9091796875,859.34130859375,905.1757202148438,0.8546543717384338,1
Dataset_Clutch/Clip1,16,2,player_top,1182.544189453125,310.97552490234375,1149.9127197265625,214.74874877929688,1215.17578125,310.97552490234375,0.7457127571105957,1
Dataset_Clutch/Clip1,17,1,player_bottom,795.5137939453125,905.4933471679688,733.2866821289062,674.027099609375,857.7408447265625,905.4933471679688,0.8144347667694092,1
Dataset_Clutch/Clip1,17,2,player_top,1182.51904296875,310.97735595703125,1149.958251953125,214.71861267089844,1215.079833984375,310.97735595703125,0.7749082446098328,1
Dataset_Clutch/Clip1,18,1,player_bottom,794.2335205078125,906.4407958984375,732.0717163085938,672.0703735351562,856.395263671875,906.4407958984375,0.8100507855415344,1
Dataset_Clutch/Clip1,18,2,player_top,1182.525390625,310.9200134277344,1150.1697998046875,215.13156127929688,1214.880859375,310.9200134277344,0.7090286016464233,1
