clip,frame,player_id,real_x,real_y
game1/Clip1,0,player_bottom,3.2370761714896594,-0.5914103313027733
game1/Clip1,0,player_top,7.72174872894321,24.781371839398574
game1/Clip1,1,player_bottom,3.2287633237967803,-0.588072746072567
game1/Clip1,1,player_top,7.721366327030505,24.773747458240102
game1/Clip1,2,player_bottom,3.2053016909253746,-0.5620651142463492
game1/Clip1,2,player_top,7.721178426831788,24.763628831712015
game1/Clip1,3,player_bottom,3.1859286721610385,-0.5432617409954086
game1/Clip1,3,player_top,7.719149201863988,24.752060941922327
game1/Clip1,4,player_bottom,3.168764297207531,-0.557842243958255
game1/Clip1,4,player_top,7.71554578681156,24.755388493491413
game1/Clip1,5,player_bottom,3.1579853392364656,-0.5722559144878794
game1/Clip1,5,player_top,7.712393628901056,24.752671874097445
game1/Clip1,6,player_bottom,3.1569259690962306,-0.581586238677004
game1/Clip1,6,player_top,7.708436395580794,24.74680409333601
game1/Clip1,7,player_bottom,3.1636779576135927,-0.5822346915186958
game1/Clip1,7,player_top,7.707237130021448,24.747106967593286
game1/Clip1,8,player_bottom,3.1834000671581704,-0.5797307518990271
game1/Clip1,8,player_top,7.705855355170231,24.74385158536144
game1/Clip1,9,player_bottom,3.216192191805624,-0.5806554876322105
game1/Clip1,9,player_top,7.70411473041112,24.739172108749248
game1/Clip1,10,player_bottom,3.2018157962238654,-0.5682616463747141
game1/Clip1,10,player_top,7.702447798035678,24.735499059255577
game1/Clip1,11,player_bottom,3.2030187596143636,-0.5677221921472656
game1/Clip1,11,player_top,7.700478278259518,24.72888183500269
game1/Clip1,12,player_bottom,3.2201586915460316,-0.5679559121576274
game1/Clip1,12,player_top,7.7002968088155175,24.74882519355375
game1/Clip1,13,player_bottom,3.2472244412104487,-0.5856257526718399
game1/Clip1,13,player_top,7.702201334333283,24.813675519712866
game1/Clip1,14,player_bottom,3.267324422577622,-0.5973135214729215
game1/Clip1,14,player_top,7.705648921300663,24.872015543046615
game1/Clip1,15,player_bottom,3.2874231859575698,-0.57703929103564
game1/Clip1,15,player_top,7.698504369196266,24.88705637095246
game1/Clip1,16,player_bottom,3.303664232462714,-0.5567367741538463
game1/Clip1,16,player_top,7.691697293600102,24.913718248760347
game1/Clip1,17,player_bottom,3.3162412273228696,-0.5242821973461079
game1/Clip1,17,player_top,7.679349653968439,24.92547941605601
game1/Clip1,18,player_bottom,3.340877227264633,-0.5013301204041746
game1/Clip1,18,player_top,7.674179223089919,24.934096743733825
game1/Clip1,19,player_bottom,3.3441929822030723,-0.47535580863288396
game1/Clip1,19,player_top,7.66959932204931,24.930846972374884
game1/Clip1,20,player_bottom,3.331429315157259,-0.47836819061142816
game1/Clip1,20,player_top,7.667375384031277,24.924075149747363
game1/Clip1,21,player_bottom,3.3283532075730724,-0.3573977428708953
game1/Clip1,21,player_top,7.66419574572959,24.918333843969403
game1/Clip1,22,player_bottom,3.354604982953294,-0.20538120778611185
game1/Clip1,22,player_top,7.656156862634577,24.91035503611072
game1/Clip1,23,player_bottom,3.3505913654643877,0.09859236569108898
game1/Clip1,23,player_top,7.6485489348250795,24.925620497576652
game1/Clip1,24,player_bottom,3.4521693509153617,0.24768130419318624
game1/Clip1,24,player_top,7.634121847715956,24.957954249486974
game1/Clip1,25,player_bottom,3.5095816998766556,0.39424460517064297
game1/Clip1,25,player_top,7.598611242707724,24.986837986944995
game1/Clip1,26,player_bottom,3.55120682278658,0.4729233039629831
game1/Clip1,26,player_top,7.545711312947597,25.006310062751187
game1/Clip1,27,player_bottom,3.5736155128279092,0.5116923382137704
game1/Clip1,27,player_top,7.43812713757378,24.874307635169536
game1/Clip1,28,player_bottom,3.5756713088577152,0.5197256290122688
game1/Clip1,28,player_top,7.343243030753154,24.711243955451117
game1/Clip1,29,player_bottom,3.578154912057585,0.5265986465971301
game1/Clip1,29,player_top,7.2659390625605695,24.51460041547371
game1/Clip1,30,player_bottom,3.5954451530151474,0.4029881896530015
game1/Clip1,30,player_top,7.212542029640251,24.400637761927438
game1/Clip1,31,player_bottom,3.6004364411849807,0.3422682181079751
