clip,frame,player_id,player_label,foot_x,foot_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence
game2/Clip1,0,1,player_bottom,333.1682434082031,652.9747314453125,277.4359436035156,491.81536865234375,388.9005432128906,652.9747314453125,0.9120132923126221
game2/Clip1,0,3,player_top,682.97607421875,134.46302795410156,655.4541015625,50.77079772949219,710.498046875,134.46302795410156,0.7935317754745483
game2/Clip1,1,1,player_bottom,334.7565612792969,654.7970581054688,280.0789489746094,496.7930908203125,389.4341735839844,654.7970581054688,0.9102508425712585
game2/Clip1,1,3,player_top,683.1150512695312,137.27867126464844,655.4461059570312,53.17692947387695,710.7839965820312,137.27867126464844,0.7770346403121948
game2/Clip1,2,1,player_bottom,335.99127197265625,657.3762817382812,282.1207275390625,501.9546813964844,389.8618469238281,657.3762817382812,0.9207789301872253
game2/Clip1,2,3,player_top,684.3638916015625,138.4375,657.0785522460938,55.59141159057617,711.6492919921875,138.4375,0.7672324180603027
game2/Clip1,3,1,player_bottom,336.72052001953125,658.5501098632812,283.6478576660156,505.7115783691406,389.79315185546875,658.5501098632812,0.9177649021148682
game2/Clip1,3,3,player_top,692.1348266601562,137.7584686279297,666.5118408203125,59.07836151123047,717.7578125,137.7584686279297,0.6279378533363342
game2/Clip1,4,1,player_bottom,337.98272705078125,659.012451171875,285.4002380371094,507.80145263671875,390.5652160644531,659.012451171875,0.9187644720077515
game2/Clip1,4,3,player_top,697.8841552734375,137.23036193847656,673.4039306640625,61.24275207519531,722.3643798828125,137.23036193847656,0.6623151302337646
game2/Clip1,5,1,player_bottom,339.89129638671875,658.2027587890625,287.5531311035156,507.65289306640625,392.22943115234375,658.2027587890625,0.9131861925125122
game2/Clip1,5,3,player_top,700.5616455078125,138.34085083007812,676.5001831054688,62.793212890625,724.6231689453125,138.34085083007812,0.690133273601532
game2/Clip1,6,1,player_bottom,341.59222412109375,656.5913696289062,289.4965515136719,506.4947814941406,393.6878967285156,656.5913696289062,0.9050324559211731
game2/Clip1,6,3,player_top,696.9830322265625,138.83938598632812,673.3375854492188,64.15233612060547,720.6284790039062,138.83938598632812,0.7259189486503601
game2/Clip1,7,1,player_bottom,343.17681884765625,654.422607421875,291.1016845703125,503.722412109375,395.2519836425781,654.422607421875,0.8784210085868835
game2/Clip1,7,3,player_top,695.8126220703125,138.3072509765625,672.6826171875,64.17543029785156,718.942626953125,138.3072509765625,0.7660040855407715
game2/Clip1,8,1,player_bottom,338.5743408203125,653.3867797851562,285.2466125488281,499.7041015625,391.902099609375,653.3867797851562,0.8602283596992493
game2/Clip1,8,3,player_top,695.675048828125,138.4337615966797,672.392333984375,62.38463592529297,718.9577026367188,138.4337615966797,0.7527456283569336
game2/Clip1,9,1,player_bottom,331.8818664550781,650.290771484375,277.6909484863281,495.9179382324219,386.0727844238281,650.290771484375,0.8737419843673706
game2/Clip1,9,3,player_top,695.9505615234375,138.35928344726562,672.7974853515625,60.97380828857422,719.1036376953125,138.35928344726562,0.731227457523346
game2/Clip1,10,1,player_bottom,323.34747314453125,643.6480102539062,269.5906677246094,492.9698791503906,377.1042785644531,643.6480102539062,0.8630678653717041
game2/Clip1,10,3,player_top,694.1529541015625,139.018310546875,670.970947265625,60.138458251953125,717.3349609375,139.018310546875,0.7665410041809082
game2/Clip1,11,1,player_bottom,314.9774169921875,640.053955078125,260.36065673828125,489.3345947265625,369.5942077636719,640.053955078125,0.8485983610153198
game2/Clip1,11,3,player_top,694.59619140625,140.9591064453125,671.3438720703125,59.77604293823242,717.8484497070312,140.9591064453125,0.8052379488945007
game2/Clip1,12,13,player_bottom,795.1970825195312,696.7054443359375,740.4215087890625,528.7632446289062,849.97265625,696.7054443359375,0.8370246291160583
game2/Clip1,12,3,player_top,695.8138427734375,143.93882751464844,672.5206909179688,59.96531677246094,719.1069946289062,143.93882751464844,0.7906420826911926
game2/Clip1,13,1,player_bottom,289.5493469238281,635.7863159179688,232.78179931640625,481.4078674316406,346.31689453125,635.7863159179688,0.8933374285697937
game2/Clip1,13,3,player_top,695.980712890625,146.32569885253906,672.9710083007812,60.613285064697266,718.9903564453125,146.32569885253906,0.8030062317848206
game2/Clip1,14,1,player_bottom,277.4264221191406,635.5560302734375,220.3740692138672,479.2323913574219,334.4787902832031,635.5560302734375,0.8583935499191284
game2/Clip1,14,3,player_top,696.5713500976562,147.611572265625,674.3663330078125,62.45423889160156,718.7763671875,147.611572265625,0.7886597514152527
game2/Clip1,15,1,player_bottom,271.17877197265625,635.2969360351562,213.95120239257812,476.5072937011719,328.4063415527344,635.2969360351562,0.8996122479438782
game2/Clip1,15,3,player_top,697.3675537109375,148.1279296875,675.8441162109375,63.298309326171875,718.8910522460938,148.1279296875,0.8065072894096375
game2/Clip1,16,1,player_bottom,268.043212890625,634.8746948242188,211.2720947265625,474.5658264160156,324.8143005371094,634.8746948242188,0.8523011803627014
game2/Clip1,16,3,player_top,699.110595703125,148.40777587890625,677.954833984375,63.370479583740234,720.2662963867188,148.40777587890625,0.8017275929450989
game2/Clip1,17,13,player_bottom,795.1970825195312,696.7054443359375,740.4215087890625,528.7632446289062,849.97265625,696.7054443359375,0.8370246291160583
game2/Clip1,17,3,player_top,701.47021484375,148.20843505859375,680.484375,62.92527770996094,722.4559936523438,148.20843505859375,0.8140817880630493
game2/Clip1,18,13,player_bottom,795.1970825195312,696.7054443359375,740.4215087890625,528.7632446289062,849.97265625,696.7054443359375,0.8370246291160583
game2/Clip1,18,3,player_top,703.9736328125,148.4687957763672,682.7666015625,62.03395080566406,725.1807250976562,148.4687957763672,0.843070924282074
game2/Clip1,19,13,player_bottom,795.1970825195312,696.7054443359375,740.4215087890625,528.7632446289062,849.97265625,696.7054443359375,0.8370246291160583
game2/Clip1,19,3,player_top,706.881591796875,148.4992218017578,685.5462036132812,61.648048400878906,728.217041015625,148.4992218017578,0.8457848429679871
game2/Clip1,20,1,player_bottom,235.16258239746094,631.7220458984375,182.0087890625,479.0216979980469,288.3163757324219,631.7220458984375,0.8729931712150574
