clip,frame,player_id,real_x,real_y
game8/Clip1,0,player_bottom,7.85904776483936,-1.4571141140306063
game8/Clip1,0,player_top,3.294543246572098,23.716136197607096
game8/Clip1,1,player_bottom,7.859968602962819,-1.453136892422441
game8/Clip1,1,player_top,3.263455334599337,23.801074654014762
game8/Clip1,2,player_bottom,7.860466326182992,-1.4406293390688039
game8/Clip1,2,player_top,3.256270073127654,23.792077011461423
game8/Clip1,3,player_bottom,7.861286564013394,-1.4131076522236088
game8/Clip1,3,player_top,3.2251688222307298,23.745905774128993
game8/Clip1,4,player_bottom,7.864662705927729,-1.3469555065367327
game8/Clip1,4,player_top,3.1828873193795553,23.697729917152635
game8/Clip1,5,player_bottom,7.86010942613555,-1.2862324487265593
game8/Clip1,5,player_top,3.1294292019718464,23.647343261132143
game8/Clip1,6,player_bottom,7.838319749950334,-1.2041309539509006
game8/Clip1,6,player_top,3.1014714731654687,23.56036165612583
game8/Clip1,7,player_bottom,7.788369245364981,-1.1313269211373795
game8/Clip1,7,player_top,3.0722699070453627,23.422994585764577
game8/Clip1,8,player_bottom,7.735734997567407,-1.0893683681146429
game8/Clip1,8,player_top,3.052481883440345,23.313502660503346
game8/Clip1,9,player_bottom,7.696696611728719,-1.1177570679188111
game8/Clip1,9,player_top,3.041181552723639,23.17199660201098
game8/Clip1,10,player_bottom,7.676053029496896,-1.1627967893362858
game8/Clip1,10,player_top,3.0438817707747865,23.11686136903024
game8/Clip1,11,player_bottom,7.671958101109972,-1.1712215311802603
game8/Clip1,11,player_top,3.078798107414576,23.11352412014264
game8/Clip1,12,player_bottom,7.678568481836728,-1.167052063804072
game8/Clip1,12,player_top,3.1579308392338237,23.118383250985676
game8/Clip1,13,player_bottom,7.7017211441035025,-1.148387855095048
game8/Clip1,13,player_top,3.1902185510056547,23.139022889418158
game8/Clip1,14,player_bottom,7.72494486869493,-1.1290744417881553
game8/Clip1,14,player_top,3.243835911843182,23.12782381736334
game8/Clip1,15,player_bottom,7.749685116090983,-1.111640202105165
game8/Clip1,15,player_top,3.296596641037727,23.108149993891676
game8/Clip1,16,player_bottom,7.816122250768956,-1.0917317597785392
game8/Clip1,16,player_top,3.319666985579851,23.180710587282473
game8/Clip1,17,player_bottom,7.854271534036835,-1.085286209039214
game8/Clip1,17,player_top,3.3492913170816974,23.257487192420136
game8/Clip1,18,player_bottom,7.899578012655568,-1.0771690130232612
game8/Clip1,18,player_top,3.390081346659207,23.351238786913328
game8/Clip1,19,player_bottom,7.940601095707828,-1.0608645231038363
game8/Clip1,19,player_top,3.3914381509566307,23.224455682949916
game8/Clip1,20,player_bottom,8.059659178435084,-1.0489091719703008
game8/Clip1,20,player_top,3.3833779359479372,23.176736398043136
game8/Clip1,21,player_bottom,8.171011884759839,-1.023510486496209
game8/Clip1,21,player_top,3.3728428892859883,23.16025805097749
game8/Clip1,22,player_bottom,8.269719195815759,-1.0165291327911992
game8/Clip1,22,player_top,3.372532692257668,23.14547737903349
game8/Clip1,23,player_bottom,8.433020406892092,-1.0222844344653483
game8/Clip1,23,player_top,3.362869833630451,23.16661593288791
game8/Clip1,24,player_bottom,8.508451156832813,-0.996576806051164
game8/Clip1,24,player_top,3.353796084220755,23.24341554867864
game8/Clip1,25,player_bottom,8.632385281238223,-0.5434701950816636
game8/Clip1,25,player_top,3.348717471470594,23.414681324453277
game8/Clip1,26,player_bottom,8.759265755859067,-0.09688668521952933
game8/Clip1,26,player_top,3.344540148811491,23.49954284454365
game8/Clip1,27,player_bottom,8.86433493653364,0.15683576118082346
game8/Clip1,27,player_top,3.3412913224647007,23.675885892677794
game8/Clip1,28,player_bottom,8.955179300110176,0.25148224268890473
game8/Clip1,28,player_top,3.349608502265583,23.832553220959475
game8/Clip1,29,player_bottom,9.06530159943836,0.2748292167727556
game8/Clip1,29,player_top,3.3500741529230247,24.00704028944803
game8/Clip1,30,player_bottom,9.19341936325987,0.08683301773947627
game8/Clip1,30,player_top,3.3470517649650784,24.097470772157447
game8/Clip1,31,player_bottom,9.315707936763765,0.0241992198171137
game8/Clip1,31,player_top,3.3400198380288764,24.135113332225202
game8/Clip1,32,player_bottom,9.405604661937653,-0.011499090964039173
game8/Clip1,32,player_top,3.335041989847792,24.19147815241193
game8/Clip1,33,player_bottom,9.466211022263806,-0.011174542536362107
game8/Clip1,33,player_top,3.3304134008827013,24.223559267138246
