clip,frame,ball_real_x,ball_real_y,is_bounce
game8/Clip1,0,,,0
game8/Clip1,1,,,0
game8/Clip1,2,3.1626342825193183,41.89170946751237,0
game8/Clip1,3,3.1711745917296317,41.110902900019646,0
game8/Clip1,4,3.240708989466803,39.969744249892344,1
game8/Clip1,5,3.108727029309808,41.498404690963966,0
game8/Clip1,6,4.348484261679156,33.159572023545394,0
game8/Clip1,7,4.734534983660204,30.478840407569333,0
game8/Clip1,8,5.134999966598063,27.734995793844043,0
game8/Clip1,9,5.543403914882796,24.968162898850007,0
game8/Clip1,10,5.990302928442981,21.99423033092133,0
game8/Clip1,11,6.353856125057566,19.298412977404833,0
game8/Clip1,12,6.636076665088105,16.664148453753842,0
game8/Clip1,13,7.023698143315467,13.946339717372057,0
game8/Clip1,14,7.301642594952955,11.497660089623981,0
game8/Clip1,15,7.553403764317874,9.279654143292083,0
game8/Clip1,16,7.825873236537155,7.0213434552942635,0
game8/Clip1,17,8.067057591651846,5.860642973457554,2
game8/Clip1,18,8.39369658955387,5.968384596689217,0
game8/Clip1,19,8.677774833905692,5.963931172434455,0
game8/Clip1,20,8.97990117590059,5.846241796549929,0
game8/Clip1,21,9.28054128901104,5.729131361742428,0
game8/Clip1,22,9.549440182111223,5.391323869939985,0
game8/Clip1,23,9.845097859904449,5.058282215115224,0
game8/Clip1,24,10.136189945768447,4.730383441418105,1
game8/Clip1,25,9.865780709591295,6.9912408316590255,0
game8/Clip1,26,-11.26353388935464,60.641194523953956,0
game8/Clip1,27,9.385089786007539,10.33881123801034,0
game8/Clip1,28,9.101278667565248,11.918883877832755,0
game8/Clip1,29,8.813031073058625,13.7702696273421,0
game8/Clip1,30,8.423421798794072,15.771681647134656,0
game8/Clip1,31,8.120028161676833,17.38183785115096,0
game8/Clip1,32,7.852324364342533,18.705393304644847,0
game8/Clip1,33,7.600015900463849,19.893367216886297,0
game8/Clip1,34,7.250399291598738,21.134334534531003,0
game8/Clip1,35,6.917775509320103,22.21128347909388,2
game8/Clip1,36,6.617091007683447,23.32942284718451,0
game8/Clip1,37,6.331692839505937,24.02110328844086,0
game8/Clip1,38,6.039625937117578,24.728945827201315,0
game8/Clip1,39,5.740653800748779,25.453523635557463,0
game8/Clip1,40,5.475283647547473,25.946048989784547,0
game8/Clip1,41,5.200791974473863,26.194936763353176,0
game8/Clip1,42,4.924186615707353,26.445741063278472,0
game8/Clip1,43,4.642819555600489,26.445076030737606,0
game8/Clip1,44,4.455319204197412,26.444632859333467,0
game8/Clip1,45,4.221031110409334,26.444079101525972,0
game8/Clip1,46,4.033670474142853,26.44363626034923,0
game8/Clip1,47,9.460582682056351,4.74169397966242,0
game8/Clip1,48,-6.4213957597236995,32.160556845807506,0
game8/Clip1,49,3.3909677908393427,25.20698746908998,0
game8/Clip1,50,3.21398187701286,24.726554663816977,0
game8/Clip1,51,3.0436411948715447,24.020374877852642,2
game8/Clip1,52,2.9327484832508315,25.20640504350375,0
game8/Clip1,53,2.7655360035478065,26.69361990822942,0
game8/Clip1,54,2.6437436917974053,27.989935103446907,0
game8/Clip1,55,2.523103992245757,29.06654059282123,0
game8/Clip1,56,2.398298401757117,30.18032307341459,0
game8/Clip1,57,2.276737895370247,31.04106941452549,1
game8/Clip1,58,2.2027943957811833,31.925028065308663,0
game8/Clip1,59,2.1783857704679606,32.8332598907146,0
game8/Clip1,60,2.101070014655931,33.765965820104405,0
game8/Clip1,61,2.0834830819246655,34.40240950185873,0
game8/Clip1,62,2.0123639956601473,35.05018783432862,0
game8/Clip1,63,2.0123639956601473,35.05018783432862,0
game8/Clip1,64,7.200981830035152,5.6505918965558335,0
game8/Clip1,65,6.595674408171378,4.0576985564568115,0
game8/Clip1,66,,,0
game8/Clip1,67,,,0
game8/Clip1,68,,,0
game8/Clip1,69,1.7892707625874327,35.376681010187355,0
game8/Clip1,70,1.7568946300409352,34.721978633176754,0
game8/Clip1,71,1.7775591941155198,34.079850340390415,0
game8/Clip1,72,1.7561226717033875,33.138059671309485,0
game8/Clip1,73,1.7352632512953796,32.221623361118525,0
game8/Clip1,74,1.7653126852076417,31.3298683498463,0
game8/Clip1,75,1.7546793724232932,30.176670453516902,0
game8/Clip1,76,1.7444095133823017,29.062889632632874,0
game8/Clip1,77,1.7533562647178138,27.46189261982926,0
game8/Clip1,78,1.7991905752154012,26.187652203920166,0
game8/Clip1,79,1.8064376475316661,24.725363548392753,0
game8/Clip1,80,1.8302284525731884,22.880926877973902,0
game8/Clip1,81,1.8793488129412996,21.570523170463964,0
game8/Clip1,82,1.899787782791351,19.912840863056804,0
game8/Clip1,83,1.9190643617663028,18.349433110682668,0
game8/Clip1,84,1.9372749681764776,16.872480002244846,0
game8/Clip1,85,2.0062746948128702,15.136941490403208,0
game8/Clip1,86,2.033961565353634,13.513815504781013,0
game8/Clip1,87,2.1015728068085955,11.844986633320504,0
game8/Clip1,88,2.0958732979880503,10.287660332398003,0
game8/Clip1,89,2.157153535505778,8.829595244636417,0
game8/Clip1,90,2.19259722364093,7.223153467272257,0
game8/Clip1,91,2.1553067149979825,7.3430466438092985,2
game8/Clip1,92,2.1342103059575823,7.827548136347907,0
game8/Clip1,93,2.085243859700883,8.19869137641135,0
game8/Clip1,94,2.0685369966734846,8.575826265048367,0
game8/Clip1,95,2.0239349045954302,8.831357690504111,0
game8/Clip1,96,2.0123067669554535,9.089437820504907,0
game8/Clip1,97,1.9728481282985728,9.22005011901769,0
game8/Clip1,98,1.9392568920823896,9.220482978390448,0
game8/Clip1,99,1.9392568920823896,9.220482978390448,0
game8/Clip1,100,1.9056676544776852,9.220915812008935,0
game8/Clip1,101,1.911828230524053,9.090744172316905,0
game8/Clip1,102,1.8907477002666737,8.833119720606769,0
game8/Clip1,103,1.9030120992532993,8.578053484203096,0
game8/Clip1,104,1.8883300358553243,8.201406673976836,0
game8/Clip1,105,1.9123975834787295,7.708620767930737,0
game8/Clip1,106,1.903848072380268,7.227384153154008,0
game8/Clip1,107,1.8954891130822908,6.756873356771871,0
game8/Clip1,108,1.9300895141575662,6.0697129634161415,0
game8/Clip1,109,1.9690491629887046,5.29597835965933,0
game8/Clip1,110,1.9711685669262482,4.656044978622347,0
game8/Clip1,111,2.0080693483469707,3.9340450643368263,0
game8/Clip1,112,2.019653845126787,3.1408574744254945,0
game8/Clip1,113,2.0591808318521463,2.3787512297105757,0
game8/Clip1,114,2.0787144038754373,1.468299389611524,0
game8/Clip1,115,13.551309573110537,44.522597997602894,0
game8/Clip1,116,13.133961707411919,44.09363879634581,0
game8/Clip1,117,12.782022105834754,43.67053652385684,2
game8/Clip2,0,,,0
game8/Clip2,1,,,0
game8/Clip2,2,2.632466893041078,22.436521308084412,0
game8/Clip2,3,2.239961480322202,19.711214759657864,0
game8/Clip2,4,1.9554474277599778,17.416525978519047,0
game8/Clip2,5,1.5279003881643902,14.807543582865952,0
game8/Clip2,6,1.22195163743026,12.297422171694281,0
game8/Clip2,7,0.988696519889344,9.894330758855778,0
game8/Clip2,8,0.7457328595308224,7.725217076271802,0
game8/Clip2,9,0.5467999731444085,5.8677799343992785,2
game8/Clip2,10,0.26829883067979693,5.872201153724369,0
game8/Clip2,11,-0.04098559163894603,5.87711105913015,0
game8/Clip2,12,-0.2766734682420389,5.770035398734947,0
game8/Clip2,13,-0.5601206732357451,5.5547800706481745,0
game8/Clip2,14,-0.827451830001882,5.233922358259326,0
game8/Clip2,15,-1.060270376881394,4.917826649154587,0
game8/Clip2,16,-1.0819961330816261,2.625219781667209,0
game8/Clip2,17,-1.5314660498154642,3.7955391646975585,1
game8/Clip2,18,-1.5146645147315825,4.300899694056272,0
game8/Clip2,19,-1.133077964851335,6.23029587717027,0
game8/Clip2,20,-0.7666878030515991,5.232922353321271,0
game8/Clip2,21,-0.5744022932906779,9.252874192911388,0
game8/Clip2,22,-0.32079678104221404,10.453512276531868,0
game8/Clip2,23,-0.06548307170470923,11.86787099591369,0
game8/Clip2,24,0.13667936740628048,-0.42411219138286194,0
game8/Clip2,25,0.4398884594490332,13.685623608684493,0
game8/Clip2,26,0.7078100415268942,14.649301073317067,0
game8/Clip2,27,0.9867221621657304,15.652510009260185,0
game8/Clip2,28,1.218050563692869,16.34423948207233,0
game8/Clip2,29,1.4954022538161988,17.055232782601127,0
game8/Clip2,30,1.7166236676767812,17.417869841040417,0
game8/Clip2,31,1.9740055375652814,17.97211752739212,0
game8/Clip2,32,2.2027598015908487,18.34807111066017,0
game8/Clip2,33,2.440483474445451,18.537553118885253,0
game8/Clip2,34,2.6391498273597955,18.728655558949843,0
game8/Clip2,35,2.839315194828694,18.92119994091786,0
game8/Clip2,36,3.0444599163138135,18.92031966088681,0
game8/Clip2,37,3.249679137705277,18.919439061175197,0
game8/Clip2,38,3.4160251433434343,18.72518898190826,2
game8/Clip2,39,3.4867252468647525,19.90741942061062,0
game8/Clip2,40,3.6033768621252977,21.14280803672257,0
game8/Clip2,41,3.6828892855213677,22.215729666738422,0
game8/Clip2,42,3.8099510486854657,23.330513692482416,0
game8/Clip2,43,3.9423311176306073,24.254245673903885,0
game8/Clip2,44,4.078698979558395,24.96661353293765,0
game8/Clip2,45,4.172133991336655,25.69637306512331,0
game8/Clip2,46,4.266809368168506,26.192936631354605,0
game8/Clip2,47,4.3630583195134145,26.697753449889554,0
game8/Clip2,48,4.459037912645831,26.953454329885496,1
game8/Clip2,49,4.318585957543926,27.21059819308369,0
game8/Clip2,50,4.128351750383948,26.952524039145153,0
game8/Clip2,51,3.9867644507105497,26.696779800653104,0
game8/Clip2,52,3.7537753739271063,26.1918379645258,0
game8/Clip2,53,3.572624133059119,25.45030184838169,0
game8/Clip2,54,3.3934217512125473,24.96588864620277,0
game8/Clip2,55,3.178390690818853,24.020404729257123,0
game8/Clip2,56,3.0181320930506703,22.879991400993454,0
game8/Clip2,57,2.816291285998998,21.99920440325036,0
game8/Clip2,58,2.668256766416607,20.935349538046324,0
game8/Clip2,59,2.5310673322020207,19.710168586296845,0
game8/Clip2,60,2.3590894963828197,18.537930149519994,0
game8/Clip2,61,2.2403603312380325,17.23222776940895,0
game8/Clip2,62,2.09504701345016,15.816255092383527,0
game8/Clip2,63,1.9641572423876954,14.31251859298656,0
game8/Clip2,64,1.8703881229828208,13.048769706934264,0
game8/Clip2,65,1.759745430608813,11.557611635653359,0
game8/Clip2,66,1.697000781402459,10.020406112093085,0
game8/Clip2,67,1.6051895384780943,8.582060833685901,0
game8/Clip2,68,1.526043648095595,7.114309142008995,0
game8/Clip2,69,1.4520670583330688,5.742421552600496,0
game8/Clip2,70,1.403254191853205,4.147978660776177,0
game8/Clip2,71,1.341883521884039,3.7445505948966935,2
game8/Clip2,72,1.2171333966003632,3.8470914303131996,0
game8/Clip2,73,1.1212983493250692,3.9496230172001257,0
game8/Clip2,74,1.0031674413002296,3.9516982290856513,0
game8/Clip2,75,0.9225669070994228,3.8522924223279134,0
game8/Clip2,76,0.8423941541391832,3.753414204372858,0
game8/Clip2,77,0.7417405743213504,3.55617679307159,0
game8/Clip2,78,0.679669179818771,3.262576297948746,0
game8/Clip2,79,0.5983799775894754,2.8780747056465033,0
game8/Clip2,80,0.5187272249150815,2.501313593535062,0
game8/Clip2,81,0.4774771014759076,2.0398147188159315,0
game8/Clip2,82,0.4182514539346912,1.501092740061891,0
game8/Clip2,83,0.369422621071773,0.8918232361957968,0
game8/Clip2,84,0.3489254891574213,0.302109660637554,0
game8/Clip2,85,0.31132617744704894,-0.3481652931055782,0
game8/Clip2,86,0.30919176561544126,-1.0523983050765588,0
game8/Clip2,87,0.29017137956091016,-1.801617299630571,0
game8/Clip2,88,0.28000827737990014,-2.588594251846012,0
game8/Clip2,89,0.270316878990629,-3.339044953930304,0
game8/Clip2,90,0.26874092064889354,-4.119184920683885,0
game8/Clip2,91,0.23708528036918033,-4.617456346181436,2
game8/Clip2,92,0.14515270257696528,-4.615141493310478,0
game8/Clip2,93,0.061188297541534646,-4.674265715845306,0
game8/Clip2,94,,,0
game8/Clip2,95,,,0
game8/Clip2,96,3.2833424888301685,41.50114358348905,0
game8/Clip3,0,,,0
game8/Clip3,1,,,0
game8/Clip3,2,2.3088359509808014,56.40467471325046,0
game8/Clip3,3,2.3088359509808014,56.40467471325046,0
game8/Clip3,4,2.3088359509808014,56.40467471325046,0
game8/Clip3,5,2.3088359509808014,56.40467471325046,0
game8/Clip3,6,2.3881171725392933,55.85321376583982,0
game8/Clip3,7,2.3881171725392933,55.85321376583982,0
game8/Clip3,8,2.397834755802735,55.3063981317386,0
game8/Clip3,9,2.416923709499496,54.23224851685541,0
game8/Clip3,10,2.435564590444101,53.183312288824624,0
game8/Clip3,11,2.462719689151036,51.655274697999474,0
game8/Clip3,12,2.5454111630086693,50.66717059533288,0
game8/Clip3,13,2.5779598586290984,48.75391399874736,0
game8/Clip3,14,2.601434531091941,47.374040824535506,0
game8/Clip3,15,2.63155867720528,45.60330254549764,0
game8/Clip3,16,2.727118006970701,43.495001301886155,0
game8/Clip3,17,2.7532831486131646,41.885146547805554,1
game8/Clip3,18,3.051142082765404,23.558870017655092,0
game8/Clip3,19,8.194442057058643,2.7373548790573436,0
game8/Clip3,20,4.478592875620103,29.62911044952362,0
game8/Clip3,21,4.92796878720701,26.699215138987174,0
game8/Clip3,22,5.367754755880016,23.329908335117313,0
game8/Clip3,23,5.910525716271256,19.69802352183582,0
game8/Clip3,24,4.164404342795822,22.87908870883356,0
game8/Clip3,25,4.164404342795822,22.87908870883356,0
game8/Clip3,26,4.1202739544221645,22.879123461620786,0
game8/Clip3,27,7.410930223541784,8.760089223216323,0
game8/Clip3,28,7.697713503824318,6.669441892797889,0
game8/Clip3,29,8.052316082211286,5.087786359598897,2
game8/Clip3,30,8.422772446164991,5.081689690041573,0
game8/Clip3,31,8.749802260282232,4.968161271059327,0
game8/Clip3,32,9.10944972624051,4.64110807337518,0
game8/Clip3,33,9.6536128760796,1.408307134656776,0
game8/Clip3,34,8.736936888200342,3.1160701274263958,0
game8/Clip3,35,8.845319159739567,3.5109146286620647,0
game8/Clip3,36,9.019840597606255,3.709323492370466,1
game8/Clip3,37,9.109467400977115,3.707741003169385,0
game8/Clip3,38,9.525920491314851,6.877473762989126,0
game8/Clip3,39,9.098202450324472,8.481238648359234,0
game8/Clip3,40,8.63726541054068,10.209560972711017,0
game8/Clip3,41,8.19826328688163,11.928302352045007,0
game8/Clip3,42,7.675882968415443,13.620909846778066,0
game8/Clip3,43,7.34122210015294,14.761381867514453,0
game8/Clip3,44,6.912699588185658,15.955947396340974,0
game8/Clip3,45,6.494937455653232,17.025488491104767,0
game8/Clip3,46,6.133527338586598,17.95075897917646,0
game8/Clip3,47,5.670909478626709,18.715127225398167,0
game8/Clip3,48,5.320175503124567,19.50059539215063,0
game8/Clip3,49,4.913731266632527,20.10495946009941,0
game8/Clip3,50,4.5814285964649235,20.515240587347222,0
game8/Clip3,51,4.244368797098713,20.93139515620501,0
game8/Clip3,52,3.8600443432279503,21.14221169477357,0
game8/Clip3,53,3.558940574593548,21.354284092604427,0
game8/Clip3,54,3.2585418342437213,21.354925883785565,0
game8/Clip3,55,3.001184211889972,21.355475719155162,0
game8/Clip3,56,2.7059573450651975,21.144893103757834,0
game8/Clip3,57,2.4981292644583672,20.935776378963304,0
game8/Clip3,58,2.249570543193093,20.728403542563264,0
game8/Clip3,59,2.045135213042626,20.52253475241272,2
game8/Clip3,60,1.8445235819335257,21.35794688328525,0
game8/Clip3,61,1.6634717423098508,22.658509493126285,0
game8/Clip3,62,1.4291496274548696,24.02001721535844,0
game8/Clip3,63,1.2405618970284908,25.20425416782444,0
game8/Clip3,64,1.0563628607105067,26.18606143181031,1
game8/Clip3,65,0.9853996539407845,26.689013858167847,0
game8/Clip3,66,1.0909047022010325,26.436680808642365,0
game8/Clip3,67,1.149162861680574,26.186260163831815,0
game8/Clip3,68,1.206953653995132,25.937848480304364,0
game8/Clip3,69,1.2753004687583491,25.446887924656142,0
game8/Clip3,70,1.3425625732290287,24.96371924591963,0
game8/Clip3,71,1.4291496274548696,24.02001721535844,0
game8/Clip3,72,6.822828186722713,2.2885106504332904,0
game8/Clip3,73,1.6378650087418603,22.218540449264662,0
game8/Clip3,74,1.7247023102741275,21.14717295447128,0
game8/Clip3,75,1.8502126185055379,20.11487757215363,0
game8/Clip3,76,1.9375624518440555,18.925069379657728,0
game8/Clip3,77,2.0281813120064776,17.600058436260007,0
game8/Clip3,78,2.114471522176875,16.338340151799834,0
game8/Clip3,79,2.2348359735653496,15.135194003877782,0
game8/Clip3,80,2.3288848352534606,13.51113676389267,0
game8/Clip3,81,2.412070166274244,12.136520930958758,0
game8/Clip3,82,2.534526043348403,10.557949329587325,0
game8/Clip3,83,2.611461589967497,9.211820894565447,0
game8/Clip3,84,2.691515844457553,7.697537474994956,0
game8/Clip3,85,2.797707321297988,6.282644256964434,0
game8/Clip3,86,2.869729495194334,4.852033375102104,0
game8/Clip3,87,2.911683184826665,4.43113874222157,2
game8/Clip3,88,2.963512296253996,4.744574862168065,0
game8/Clip3,89,3.0214312196067863,4.8494936922895375,0
game8/Clip3,90,3.079664886113423,4.9549826725722825,0
game8/Clip3,91,3.1405250323743013,4.953969527944612,0
game8/Clip3,92,3.170957563453137,4.953462914713079,0
game8/Clip3,93,3.2359257204582677,4.739988785178578,0
game8/Clip3,94,3.300215861543025,4.528742498714965,0
game8/Clip3,95,3.363838545401588,4.319689361278995,0
game8/Clip3,96,3.4283089437129344,4.010667355234355,0
game8/Clip3,97,3.4931095082596233,3.6063648499491987,0
game8/Clip3,98,3.556595398416367,3.210264837238112,0
game8/Clip3,99,3.5910090815338043,2.727102170274257,0
game8/Clip3,100,3.6538561698465193,2.162655386376185,0
game8/Clip3,101,3.6869361154910334,1.615249577674726,1
game8/Clip3,102,3.8492036361146837,2.9138904206075926,0
game8/Clip3,103,3.9933819605130503,4.51694418722194,0
game8/Clip3,104,5.140946065675831,2.508368129267364,0
game8/Clip3,105,5.346841437407971,3.4736451051742527,0
game8/Clip3,106,4.424239216843745,8.544129129515486,0
game8/Clip3,107,4.573775008780492,9.850235626656724,0
game8/Clip3,108,5.1712604468517265,5.572263713726284,0
game8/Clip3,109,4.862359940771385,12.561494894879596,0
game8/Clip3,110,4.959272253207362,13.80419379212064,0
game8/Clip3,111,5.137975063060615,15.112997783817962,0
game8/Clip3,112,5.239352484678288,16.142028909685163,0
game8/Clip3,113,5.3403307615244895,17.032357721280643,0
game8/Clip3,114,5.450002606274581,18.14270488534776,0
game8/Clip3,115,5.553236475275882,18.909554451374074,0
game8/Clip3,116,5.701331747720484,19.69877532107232,0
game8/Clip3,117,5.768935405589348,20.51182541829038,0
game8/Clip3,118,5.874644763294555,21.13753096647955,0
game8/Clip3,119,5.982775439575567,21.77756857097578,0
game8/Clip3,120,6.041658271480997,22.21248765796404,0
game8/Clip3,121,6.1455675289447464,22.654096173211244,0
game8/Clip3,122,6.198130804182726,22.877487144342695,0
game8/Clip3,123,6.295574585520393,23.10260344900235,0
game8/Clip3,124,6.358312934255159,23.55825221145042,0
game8/Clip3,125,6.4031369802063445,23.558243837956887,0
game8/Clip3,126,6.457558245073533,23.788775394676872,0
game8/Clip3,127,6.492795708235882,23.558227088982935,0
game8/Clip3,128,6.537630391155532,23.558218713502335,0
game8/Clip3,129,6.5724243939706986,23.32944020448278,0
game8/Clip3,130,6.60695096755228,23.102420103705384,0
game8/Clip3,131,3.4228183736863267,2.4465401673383504,0
game8/Clip3,132,3.4228183736863267,2.4465401673383504,0
game8/Clip3,133,6.664966918251766,22.431761753622247,2
game8/Clip3,134,6.719373624655844,22.653531171928332,0
game8/Clip3,135,6.772686478295256,23.78878061387267,0
game8/Clip3,136,6.81686879990397,24.72960355854847,0
game8/Clip3,137,6.862484738784426,25.700954098289994,0
game8/Clip3,138,6.89767999624292,26.450405565643223,0
game8/Clip3,139,6.933753122756255,27.218550467817046,0
game8/Clip3,140,6.958305934434128,27.741380589498377,0
game8/Clip3,141,7.031742398819218,28.27324407193216,0
game8/Clip3,142,6.947246310003912,28.542068069844802,1
game8/Clip3,143,6.740993696244983,28.272089659230755,0
game8/Clip3,144,6.595675238166412,28.271512674803063,0
game8/Clip3,145,6.440105520548235,28.00411505283542,0
game8/Clip3,146,6.153878623610251,26.70238714436682,0
game8/Clip3,147,5.9258320873948565,26.957580734901768,0
