clip,frame,player_id,player_label,foot_x,foot_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence
game8/Clip1,0,1,player_bottom,931.3885498046875,615.4389038085938,887.68701171875,488.11468505859375,975.0900268554688,615.4389038085938,0.9133476614952087
game8/Clip1,0,2,player_top,601.7079467773438,237.36875915527344,583.4579467773438,166.71897888183594,619.9579467773438,237.36875915527344,0.7803241610527039
game8/Clip1,1,1,player_bottom,931.4228515625,615.3336791992188,887.0487060546875,486.0164794921875,975.7969970703125,615.3336791992188,0.9125818014144897
game8/Clip1,1,2,player_top,600.3765869140625,236.64125061035156,581.9557495117188,165.11766052246094,618.7974243164062,236.64125061035156,0.7958998680114746
game8/Clip1,2,1,player_bottom,931.3499145507812,615.0032958984375,886.2403564453125,483.437744140625,976.45947265625,615.0032958984375,0.904019832611084
game8/Clip1,2,2,player_top,600.0531005859375,236.7186279296875,580.2921142578125,159.56883239746094,619.8141479492188,236.7186279296875,0.782086193561554
game8/Clip1,3,1,player_bottom,931.1715087890625,614.2800903320312,885.4136962890625,480.5684814453125,976.9293212890625,614.2800903320312,0.9044797420501709
game8/Clip1,3,2,player_top,598.64599609375,237.12265014648438,577.2361450195312,152.9429931640625,620.0558471679688,237.12265014648438,0.7596747279167175
game8/Clip1,4,1,player_bottom,930.8486328125,612.5462646484375,885.0186157226562,478.250732421875,976.6786499023438,612.5462646484375,0.902752161026001
game8/Clip1,4,2,player_top,596.73583984375,237.5421600341797,574.3251342773438,148.8397979736328,619.1465454101562,237.5421600341797,0.802295446395874
game8/Clip1,5,1,player_bottom,929.9653930664062,610.9617309570312,884.1546630859375,476.1988830566406,975.776123046875,610.9617309570312,0.9085060358047485
game8/Clip1,5,2,player_top,594.3262329101562,237.98252868652344,571.7794799804688,148.49490356445312,616.8729858398438,237.98252868652344,0.8207609057426453
game8/Clip1,6,1,player_bottom,927.5733642578125,608.8372192382812,882.4042358398438,475.4432678222656,972.7424926757812,608.8372192382812,0.9104636907577515
game8/Clip1,6,2,player_top,593.0196533203125,238.73582458496094,572.8958740234375,159.65594482421875,613.1434936523438,238.73582458496094,0.774782657623291
game8/Clip1,7,1,player_bottom,923.113525390625,606.9756469726562,878.7077026367188,475.71484375,967.5193481445312,606.9756469726562,0.9119138717651367
